rq,setting,task,budget,repeat,tabpfn_auroc,baseline_auroc,delta,n_geographic_units_used,valid_pair
RQ2,Continent-specific,2c,20,1,0.7947420081605857,0.7593800446847946,0.035361963475791125,2,True
RQ2,Continent-specific,2c,20,2,0.7273937971781079,0.6749306424385961,0.0524631547395118,2,True
RQ2,Continent-specific,2c,20,3,0.7074290014656857,0.7030107532642391,0.00441824820144654,2,True
RQ2,Continent-specific,2c,20,4,0.7906270430883058,0.7550698692106796,0.035557173877626136,2,True
RQ2,Continent-specific,2c,20,5,0.7119353815136678,0.7090839111849303,0.0028514703287374488,2,True
RQ2,Continent-specific,2c,20,6,0.7568997630565046,0.7080427520824224,0.04885701097408224,2,True
RQ2,Continent-specific,2c,20,7,0.7986771717672017,0.7723573908546992,0.026319780912502422,2,True
RQ2,Continent-specific,2c,20,8,0.7330557771137691,0.7085636741024841,0.024492103011285016,2,True
RQ2,Continent-specific,2c,20,9,0.7531131347944398,0.7274270960486411,0.025686038745798667,2,True
RQ2,Continent-specific,2c,30,0,0.7506418909646255,0.6818102726410228,0.06883161832360274,2,True
RQ2,Continent-specific,2c,30,1,0.8082428323656161,0.7652872825893711,0.04295554977624505,2,True
RQ2,Continent-specific,2c,30,2,0.7562684884270797,0.7300531283923495,0.02621536003473024,2,True
RQ2,Continent-specific,2c,30,3,0.7453639657616875,0.717342696263024,0.02802126949866346,2,True
RQ2,Continent-specific,2c,30,4,0.8107099231324131,0.7745924284970506,0.03611749463536251,2,True
RQ2,Continent-specific,2c,30,5,0.7411338310407101,0.696303747613608,0.04483008342710204,2,True
RQ2,Continent-specific,2c,30,6,0.7743402964472783,0.727625517598578,0.046714778848700345,2,True
RQ2,Continent-specific,2c,30,7,0.8108182108056967,0.7869474298179253,0.0238707809877714,2,True
RQ2,Continent-specific,2c,30,8,0.7744744542179501,0.7346275819791456,0.039846872238804565,2,True
RQ2,Continent-specific,2c,30,9,0.7686482756896227,0.7458440603544694,0.02280421533515331,2,True
RQ2,Continent-specific,2c,40,0,0.7413385793206007,0.6852426615584587,0.056095917762141956,2,True
RQ2,Continent-specific,2c,40,1,0.8257859077351491,0.779351640496016,0.04643426723913313,2,True
RQ2,Continent-specific,2c,40,2,0.7737848493514321,0.7320634400771695,0.0417214092742626,2,True
RQ2,Continent-specific,2c,40,3,0.7649700532677526,0.7208007077498437,0.04416934551790885,2,True
RQ2,Continent-specific,2c,40,4,0.8248361415470805,0.790124009979261,0.03471213156781949,2,True
RQ2,Continent-specific,2c,40,5,0.7730981160317103,0.7158606497353845,0.057237466296325756,2,True
RQ2,Continent-specific,2c,40,6,0.7821018555447287,0.7322486979115295,0.0498531576331992,2,True
RQ2,Continent-specific,2c,40,7,0.8252573792436189,0.8019285095973872,0.02332886964623171,2,True
RQ2,Continent-specific,2c,40,8,0.7889799342455828,0.7455715412621141,0.04340839298346866,2,True
RQ2,Continent-specific,2c,40,9,0.7818096938681571,0.7502266299372041,0.031583063930953004,2,True
RQ2,Continent-specific,2c,50,0,0.7693621302043794,0.7110921966050061,0.05826993359937327,2,True
RQ2,Continent-specific,2c,50,1,0.839511859807959,0.7861973831970546,0.05331447661090438,2,True
RQ2,Continent-specific,2c,50,2,0.7899587578896149,0.7556690181866366,0.03428973970297833,2,True
RQ2,Continent-specific,2c,50,3,0.7713090535763222,0.7404556134412559,0.0308534401350663,2,True
RQ2,Continent-specific,2c,50,4,0.8294470553877329,0.7971497609372128,0.0322972944505201,2,True
RQ2,Continent-specific,2c,50,5,0.7813096218472151,0.730612752444322,0.050696869402893086,2,True
RQ2,Continent-specific,2c,50,6,0.7908395480434691,0.7396298341598362,0.051209713883632935,2,True
RQ2,Continent-specific,2c,50,7,0.8340441946537294,0.8049859719254835,0.029058222728245875,2,True
RQ2,Continent-specific,2c,50,8,0.8016922232134385,0.7635602219221822,0.03813200129125627,2,True
RQ2,Continent-specific,2c,50,9,0.7965152528032922,0.7673288591695715,0.029186393633720664,2,True
RQ2,Continent-specific,3c,10,0,0.7581352769173231,0.7106752117482653,0.047460065169057764,2,True
RQ2,Continent-specific,3c,10,1,0.785955629170165,0.760272928540163,0.025682700630001998,2,True
RQ2,Continent-specific,3c,10,2,0.8124977192897569,0.7823830308425659,0.030114688447191007,2,True
RQ2,Continent-specific,3c,10,3,0.7895102669705119,0.7604312873345382,0.029078979635973612,2,True
RQ2,Continent-specific,3c,10,4,0.7951544653222342,0.758580375676472,0.03657408964576225,2,True
RQ2,Continent-specific,3c,10,5,0.774403104478758,0.742577213646065,0.03182589083269305,2,True
RQ2,Continent-specific,3c,10,6,0.7586349481566341,0.7346021540484176,0.02403279410821657,2,True
RQ2,Continent-specific,3c,10,7,0.7413391818160604,0.716048736300297,0.025290445515763427,2,True
RQ2,Continent-specific,3c,10,8,0.7792450394448629,0.7375294990860684,0.041715540358794545,2,True
RQ2,Continent-specific,3c,10,9,0.7592438182209402,0.7437181087547675,0.01552570946617271,2,True
RQ2,Continent-specific,3c,20,0,0.8013292361570254,0.7608931313698191,0.040436104787206384,2,True
RQ2,Continent-specific,3c,20,1,0.8105745904440012,0.7820190584668852,0.02855553197711591,2,True
RQ2,Continent-specific,3c,20,2,0.8296862318441373,0.8020537750293355,0.027632456814801754,2,True
RQ2,Continent-specific,3c,20,3,0.8143960083529967,0.7876319150998865,0.026764093253110244,2,True
RQ2,Continent-specific,3c,20,4,0.822882062607466,0.7893742519600054,0.033507810647460556,2,True
RQ2,Continent-specific,3c,20,5,0.8144094987554547,0.7752552413887727,0.03915425736668199,2,True
RQ2,Continent-specific,3c,20,6,0.7931142361300595,0.7704777886698683,0.022636447460191222,2,True
RQ2,Continent-specific,3c,20,7,0.7815697689706171,0.7475111558128402,0.03405861315777692,2,True
RQ2,Continent-specific,3c,20,8,0.8070746033287024,0.7684211758531387,0.03865342747556366,2,True
RQ2,Continent-specific,3c,20,9,0.80029542446811,0.7609502327687395,0.03934519169937045,2,True
RQ2,Continent-specific,3c,30,0,0.8143065734443994,0.7725895602672102,0.04171701317718923,2,True
RQ2,Continent-specific,3c,30,1,0.8258895989940341,0.8010354834118774,0.024854115582156777,2,True
RQ2,Continent-specific,3c,30,2,0.8451540578117067,0.819507276284083,0.025646781527623674,2,True
RQ2,Continent-specific,3c,30,3,0.8338047075781438,0.802900670025295,0.030904037552848873,2,True
RQ2,Continent-specific,3c,30,4,0.8370583872847839,0.8023684487892981,0.03468993849548574,2,True
RQ2,Continent-specific,3c,30,5,0.8249850344014487,0.7960263173118625,0.028958717089586195,2,True
RQ2,Continent-specific,3c,30,6,0.8057695865948442,0.7848464913764663,0.020923095218377874,2,True
RQ2,Continent-specific,3c,30,7,0.8013067288883577,0.7650147902713719,0.036291938616985875,2,True
RQ2,Continent-specific,3c,30,8,0.8263487511190216,0.7921002452692534,0.03424850584976824,2,True
RQ2,Continent-specific,3c,30,9,0.8031173829722152,0.7814814522024913,0.02163593076972392,2,True
RQ2,Continent-specific,3c,40,0,0.8263279557699543,0.7764836917521505,0.04984426401780384,2,True
RQ2,Continent-specific,3c,40,1,0.8295858517696144,0.8040276665308741,0.025558185238740316,2,True
RQ2,Continent-specific,3c,40,2,0.8522510754859787,0.828795092244035,0.023455983241943645,2,True
RQ2,Continent-specific,3c,40,3,0.8436124702043852,0.8166929341235764,0.02691953608080888,2,True
RQ2,Continent-specific,3c,40,4,0.8428529403848841,0.8124000707194716,0.030452869665412496,2,True
RQ2,Continent-specific,3c,40,5,0.832620579614973,0.7993466754204032,0.03327390419456988,2,True
RQ2,Continent-specific,3c,40,6,0.8164592123323746,0.79109873055377,0.025360481778604615,2,True
RQ2,Continent-specific,3c,40,7,0.8029103775887,0.7721985868899908,0.030711790698709218,2,True
RQ2,Continent-specific,3c,40,8,0.8341170514653843,0.8034195995978226,0.030697451867561676,2,True
RQ2,Continent-specific,3c,40,9,0.8268721213026733,0.7908873565486219,0.035984764754051435,2,True
RQ2,Continent-specific,3c,50,0,0.8355611628535091,0.7922428928379406,0.04331827001556854,2,True
RQ2,Continent-specific,3c,50,1,0.8339134244145496,0.808560478451683,0.025352945962866635,2,True
RQ2,Continent-specific,3c,50,2,0.8596326347827176,0.8327970281602017,0.02683560662251583,2,True
RQ2,Continent-specific,3c,50,3,0.8451778054470108,0.8199185035621723,0.025259301884838492,2,True
RQ2,Continent-specific,3c,50,4,0.8458307133819674,0.8189857403103514,0.02684497307161593,2,True
RQ2,Continent-specific,3c,50,5,0.8317339244220244,0.8084233429667247,0.02331058145529974,2,True
RQ2,Continent-specific,3c,50,6,0.8279428640109856,0.7972304113199117,0.03071245269107392,2,True
RQ2,Continent-specific,3c,50,7,0.8152985564404837,0.7836136180149404,0.03168493842554321,2,True
RQ2,Continent-specific,3c,50,8,0.8396562951034297,0.8065336674295318,0.03312262767389784,2,True
RQ2,Continent-specific,3c,50,9,0.8309968956987877,0.7975451529909316,0.033451742707856,2,True
RQ2,Multi-country natural,2c,10,0,0.6938040229834591,0.6956251392978094,-0.001821116314350335,1,True
RQ2,Multi-country natural,2c,10,1,0.6833153666892923,0.6760619575048465,0.007253409184445725,1,True
RQ2,Multi-country natural,2c,10,2,0.6259411386127522,0.6402869342424964,-0.01434579562974414,1,True
RQ2,Multi-country natural,2c,10,3,0.774262143828907,0.7483391844715986,0.025922959357308373,1,True
RQ2,Multi-country natural,2c,10,4,0.6733853512271533,0.6689016338047244,0.004483717422428812,1,True
RQ2,Multi-country natural,2c,10,5,0.6448591249312082,0.6515822594371687,-0.006723134505960515,1,True
RQ2,Multi-country natural,2c,10,6,0.7084982088384763,0.6808720713821677,0.027626137456308597,1,True
RQ2,Multi-country natural,2c,10,7,0.6939682251284937,0.6562894958438301,0.03767872928466354,1,True
RQ2,Multi-country natural,2c,10,8,0.6802587675790612,0.6817690836343271,-0.001510316055265859,1,True
RQ2,Multi-country natural,2c,10,9,0.7654871236499997,0.756106484143937,0.009380639506062716,1,True
RQ2,Multi-country natural,2c,20,0,0.7187471643879323,0.7112309891158494,0.007516175272082926,1,True
RQ2,Multi-country natural,2c,20,1,0.7528181903447373,0.7135194793267778,0.03929871101795945,1,True
RQ2,Multi-country natural,2c,20,2,0.6718165543451031,0.6619733462864638,0.009843208058639363,1,True
RQ2,Multi-country natural,2c,20,3,0.783146910458229,0.7633068112093442,0.019840099248884857,1,True
RQ2,Multi-country natural,2c,20,4,0.7059415922695126,0.6902949121388096,0.015646680130703028,1,True
RQ2,Multi-country natural,2c,20,5,0.7208603114121614,0.7012176065337539,0.01964270487840758,1,True
RQ2,Multi-country natural,2c,20,6,0.7529706318456166,0.7315944507850207,0.02137618106059591,1,True
RQ2,Multi-country natural,2c,20,7,0.7098491270121348,0.6872389684173013,0.022610158594833507,1,True
RQ2,Multi-country natural,2c,20,8,0.723263926793266,0.6882085138900095,0.03505541290325653,1,True
RQ2,Multi-country natural,2c,20,9,0.7964084353085993,0.7616411632769291,0.03476727203167018,1,True
RQ2,Multi-country natural,2c,30,0,0.7608701947221341,0.7361721442851414,0.02469805043699269,1,True
RQ2,Multi-country natural,2c,30,1,0.7717419393130852,0.732948704264439,0.03879323504864618,1,True
RQ2,Multi-country natural,2c,30,2,0.7159470143645329,0.6918642731888531,0.024082741175679767,1,True
RQ2,Multi-country natural,2c,30,3,0.798399848758478,0.7805915528732578,0.01780829588522026,1,True
RQ2,Multi-country natural,2c,30,4,0.7456270533798035,0.7183187827504223,0.027308270629381237,1,True
RQ2,Multi-country natural,2c,30,5,0.752243741658408,0.7184654416059926,0.033778300052415444,1,True
RQ2,Multi-country natural,2c,30,6,0.7725187159860909,0.734803187688858,0.0377155282972329,1,True
RQ2,Multi-country natural,2c,30,7,0.744655050122117,0.7090487105216264,0.03560633960049053,1,True
RQ2,Multi-country natural,2c,30,8,0.7575838075665311,0.7065888908401404,0.05099491672639067,1,True
RQ2,Multi-country natural,2c,30,9,0.8155764680469765,0.7819497164929792,0.0336267515539973,1,True
RQ2,Multi-country natural,2c,40,0,0.7630305390976804,0.7368800280498222,0.02615051104785815,1,True
RQ2,Multi-country natural,2c,40,1,0.7953062910813716,0.7399567029728435,0.05534958810852808,1,True
RQ2,Multi-country natural,2c,40,2,0.7393652966083573,0.7038767232653294,0.03548857334302791,1,True
RQ2,Multi-country natural,2c,40,3,0.8130574521123717,0.7895624356716358,0.023495016440735927,1,True
RQ2,Multi-country natural,2c,40,4,0.7620088096777462,0.7247262603470042,0.03728254933074204,1,True
RQ2,Multi-country natural,2c,40,5,0.7562217981240656,0.7360079424773089,0.020213855646756707,1,True
RQ2,Multi-country natural,2c,40,6,0.7819778196789329,0.751492061762549,0.03048575791638386,1,True
RQ2,Multi-country natural,2c,40,7,0.7545291945171401,0.731553209108284,0.022975985408856037,1,True
RQ2,Multi-country natural,2c,40,8,0.761433663516714,0.7137891034738075,0.047644560042906514,1,True
RQ2,Multi-country natural,2c,40,9,0.8264074745038628,0.8038928996878081,0.022514574816054678,1,True
RQ2,Multi-country natural,2c,50,0,0.7840797709682665,0.7470796593209418,0.03700011164732475,1,True
RQ2,Multi-country natural,2c,50,1,0.8042424626193254,0.7544225788873471,0.04981988373197832,1,True
RQ2,Multi-country natural,2c,50,2,0.7533536082411237,0.7126200353970765,0.04073357284404722,1,True
RQ2,Multi-country natural,2c,50,3,0.8213761239609132,0.7960059589904865,0.025370164970426656,1,True
RQ2,Multi-country natural,2c,50,4,0.7755443837162014,0.7251970222111657,0.050347361505035715,1,True
RQ2,Multi-country natural,2c,50,5,0.7695353925304789,0.7240165943705968,0.045518798159882023,1,True
RQ2,Multi-country natural,2c,50,6,0.799663410811483,0.7633784365821297,0.036284974229353284,1,True
RQ2,Multi-country natural,2c,50,7,0.7510966418705735,0.7346376847041066,0.016458957166466837,1,True
RQ2,Multi-country natural,2c,50,8,0.7770518436952693,0.7348229872182486,0.04222885647702068,1,True
RQ2,Multi-country natural,2c,50,9,0.8373092576321315,0.8127783418250834,0.024530915807048137,1,True
RQ2,Multi-country natural,3c,10,0,0.7665661259839057,0.7503407719270739,0.016225354056831787,1,True
RQ2,Multi-country natural,3c,10,1,0.7779082033917118,0.747702152323572,0.030206051068139894,1,True
RQ2,Multi-country natural,3c,10,2,0.7495912735432073,0.7349242945143329,0.014666979028874372,1,True
RQ2,Multi-country natural,3c,10,3,0.7660996728700784,0.7393401890565966,0.02675948381348181,1,True
RQ2,Multi-country natural,3c,10,4,0.7709145672710536,0.7498009946853209,0.021113572585732654,1,True
RQ2,Multi-country natural,3c,10,5,0.7441371989569189,0.7148038382691397,0.029333360687779142,1,True
RQ2,Multi-country natural,3c,10,6,0.7210860842169801,0.7072256214278582,0.013860462789121897,1,True
RQ2,Multi-country natural,3c,10,7,0.7625616192343788,0.7447553525938441,0.01780626664053475,1,True
RQ2,Multi-country natural,3c,10,8,0.7582096958991079,0.7424102637097629,0.015799432189344986,1,True
RQ2,Multi-country natural,3c,10,9,0.7863839370617237,0.7697325081713003,0.01665142889042337,1,True
RQ2,Multi-country natural,3c,20,0,0.8093966505694988,0.7774605121912396,0.03193613837825926,1,True
RQ2,Multi-country natural,3c,20,1,0.8060382153720989,0.773529916999637,0.03250829837246183,1,True
RQ2,Multi-country natural,3c,20,2,0.7820467225279248,0.7636803429384765,0.01836637958944831,1,True
RQ2,Multi-country natural,3c,20,3,0.7794994591040778,0.7725538511955857,0.00694560790849208,1,True
RQ2,Multi-country natural,3c,20,4,0.8014110877162045,0.7731583971140016,0.028252690602202923,1,True
RQ2,Multi-country natural,3c,20,5,0.7724098668612281,0.7406453152608342,0.03176455160039393,1,True
RQ2,Multi-country natural,3c,20,6,0.7383067185041715,0.7401903086056939,-0.0018835901015223921,1,True
RQ2,Multi-country natural,3c,20,7,0.8040489633971907,0.7755378233356441,0.028511140061546536,1,True
RQ2,Multi-country natural,3c,20,8,0.7994936415746317,0.7658641246962644,0.03362951687836724,1,True
RQ2,Multi-country natural,3c,20,9,0.8227713357622154,0.7919011009688218,0.03087023479339357,1,True
RQ2,Multi-country natural,3c,30,0,0.8254885514576804,0.7913465346730378,0.03414201678464257,1,True
RQ2,Multi-country natural,3c,30,1,0.8176079426095709,0.7891806327380938,0.028427309871477124,1,True
RQ2,Multi-country natural,3c,30,2,0.7987472707711899,0.7764928935771357,0.02225437719405421,1,True
RQ2,Multi-country natural,3c,30,3,0.7903842814546772,0.7822078971760598,0.008176384278617443,1,True
RQ2,Multi-country natural,3c,30,4,0.817967475304203,0.7898052838426738,0.028162191461529207,1,True
RQ2,Multi-country natural,3c,30,5,0.7915115535152886,0.7495106565285644,0.04200089698672416,1,True
RQ2,Multi-country natural,3c,30,6,0.7657124701963002,0.7579186475725704,0.00779382262372974,1,True
RQ2,Multi-country natural,3c,30,7,0.8153862265660207,0.7903468844401734,0.02503934212584724,1,True
RQ2,Multi-country natural,3c,30,8,0.7899879589717403,0.7835851889819113,0.006402769989829027,1,True
